source	name	metadata	method	ingredients	cooklang
data/bronze/bonmot/fresh_lemon_snow.cook.source	fresh_lemon_snow.cook		Sprinkle gelatin over 1/4 c cold water in a large bowl. Let stand 5 minutes to dissolve..In a . saucepan heat 1 c water. Pour over gelatin..Add 3/4c sugar, lemon zest and lemon juice. Stir until sugar and gelatine is completely dissolved - not even one crystal left..Refrigerate until the consistency of unbeaten egg whites..Separate eggs and place in a freshly washed and dried . bowl (grease is the enemy of egg whites.) and beat .Add egg whites to gelatin mixture and then beat at high speed	1  lemon,1 envelope  gelatin,11/2 c, divided  sugar,3  eggs,1/8 tsp  salt,1 c  milk,1 tsp  vanilla	"Zest and juice the @lemon{1}. 
Sprinkle @gelatin{1 envelope} over 1/4 c cold water in a large bowl. Let stand 5 minutes to dissolve.
In a #small saucepan{} heat 1 c water. Pour over gelatin.
Add 3/4c @sugar{11/2 c, divided}, lemon zest and lemon juice. Stir until sugar and gelatine is completely dissolved - not even one crystal left.
Refrigerate until the consistency of unbeaten egg whites.
Separate @eggs{3} and place in a freshly washed and dried #mixer{} bowl (grease is the enemy of egg whites.) and beat ~{until they form soft peaks}.
Add egg whites to gelatin mixture and then beat at high speed ~{until it has tripled in volume}. When you lift the beaters out a wide ribbon should form.
Pour mixture into a large serving bowl or #fancy sorbet bowls{} and refrigerate for ~{3 hours}.
Combine egg yolks, 1/2 c sugar, and @salt{1/8 tsp} in your small saucepan.
Pour in @milk{1 c}. Cook over low heat ~{until it coats the back of a spoon}. Do not allow it to boil.
Remove from heat and add in @vanilla{1 tsp}.
Cover the surface with a piece of #plastic wrap{} to prevent a film or skin from forming.
Refrigerate ~{until chilled and thickened}.
Serving: Place a scoop of custard into a bowl, add a large scoop of snow pudding and garnish with fruit if desired."
data/bronze/bonmot/bread-machine-rays.cook.source	bread-machine-rays.cook		Add water, sugar and yeast to . machine bucket first..Add AP flour, whole white flour, kosher salt and oil..Set machine for Whole Wheat, 1 lb, medium crust	1 c  water,1 tbl  sugar,2 tsp  yeast,1 c  AP flour,11/4 c  whole white flour,1 tsp  kosher salt,2 tbl  oil	"Get the @water{1 c} warm; test with your wrist like baby formula.
Add water, @sugar{1 tbl} and @yeast{2 tsp} to #bread machine{} bucket first.
Add @AP flour{1 c}, @whole white flour{11/4 c}, @kosher salt{1 tsp} and @oil{2 tbl}.
Set machine for Whole Wheat, 1 lb, medium crust."
data/bronze/bonmot/thai-chicken-soup.cook.source	thai-chicken-soup.cook		Pot to 10 minutes, add chicken carcasse and 1c water so it can heat while you do the next step..Cut onion in half, add it and unpeeled carrot, bay leaf, cinnamon stick, peppercorns, lime juice, soy sauce, chili paste, e.g. Old Dry Mom, celery or lovage, chives or egyptian onion, and sliced ginger..Just barely cover with water, put the lid on and cook for	"some  chicken carcasse,1  onion,1  carrot,1  bay leaf,0.5  cinnamon stick,1 tsp  peppercorns,11/2 tbl  lime juice,1 tbl  soy sauce,2 tbl  chili paste, e.g. Old Dry Mom,1 stick  celery or lovage,handful  chives or egyptian onion,1""  ginger,1/4 cup  rice,1/2 c  sweetened condensed milk or cream"	"Set #Instant Pot{} to 10 minutes, add @chicken carcasse{} and 1c water so it can heat while you do the next step.
Cut @onion{1} in half, add it and unpeeled @carrot{1}, @bay leaf{1}, @cinnamon stick{1/2}, @peppercorns{1 tsp}, @lime juice{11/2 tbl}, @soy sauce{1 tbl}, @chili paste, e.g. Old Dry Mom{2 tbl}, @celery or lovage{1 stick}, @chives or egyptian onion{handful}, and sliced @ginger{1""}.
Just barely cover with water, put the lid on and cook for ~{10 minutes}, let pressure drop.
Transfer stock, carcasse & vegetables to a #bowl{} and strain it back into the pot thru the #colander{}.
Add @rice{1/4 cup}, put the lid on, and set for ~{1 minute} and let pressure drop.
While it's cooking, cool the colander e.g. in the fridge, and separate the meat from the carcasse and cooked vegetables. Discard the bones & vegetables.
Add the meat, @sweetened condensed milk or cream{1/2 c} to the pot (and sweetener if you used just cream.)
Season with salt and serve."
data/bronze/bonmot/whole-wheat-bread-machine.cook.source	whole-wheat-bread-machine.cook		Test with your wrist like baby formula. Add yeast and swirl to mix..Add whole white flour and all-purpose flour and let it sit on top..Select Whole Wheat cycle, 1 lb, medium crust, which will sit for 15 minutes or so while the yeast dissolves and blooms	1 c  water,1 tsp  salt,2 tbl  sugar,2 tbl  milk powder,2 tsp  yeast,21/4 c  whole white flour,1 c  all-purpose flour	"Run hottest @water{1 c} from the tap, add to machine with @salt{1 tsp}, @sugar{2 tbl}, @milk powder{2 tbl} and swirl around to warm the bucket.
Test with your wrist like baby formula. Add @yeast{2 tsp} and swirl to mix.
Add @whole white flour{21/4 c} and @all-purpose flour{1 c} and let it sit on top.
Select Whole Wheat cycle, 1 lb, medium crust, which will sit for 15 minutes or so while the yeast dissolves and blooms."
data/bronze/bonmot/latkes.cook.source	latkes.cook		"Put the grater blade in the . and grate them, put the knife in and grind up a bit more but leave some texture..Put the . pan on medium heat with vegetable oil about 1/8"" deep to warm up..Put the grated potatoes and onion into a . or colander and squeeze a bit to drain out excess liquid..Beat eggs until frothy in a  . size mixing bowl, add potatoes/onion, crumbs, pepper, and salt..Ladle out into the frying pan and push around to make neat pancake shapes..Cook over medium heat until deep golden brown - maybe"	2, 350g  potatoes,1, 100g  onion,some  vegetable oil,2  eggs,1/4 cup  crumbs,1/2 tsp  pepper,1/2 tsp  salt,3  apples,1/8 tsp  ascorbic acid/ vitamin C tablets,some  sour cream	"Wash but do not peel the @potatoes{2, 350g}, peel the @onion{1, 100g}.
Put the grater blade in the #Cuisinart{} and grate them, put the knife in and grind up a bit more but leave some texture.
Put the #frying pan{} on medium heat with @vegetable oil{} about 1/8"" deep to warm up.
Put the grated potatoes and onion into a #sieve or colander{} and squeeze a bit to drain out excess liquid.
Beat @eggs{2} until frothy in a  #medium size mixing bowl{}, add potatoes/onion, @crumbs{1/4 cup}, @pepper{1/2 tsp}, and @salt{1/2 tsp}.
Ladle out into the frying pan and push around to make neat pancake shapes.
Cook over medium heat until deep golden brown - maybe ~{20 minutes}, flip and cook for ~{15}.
While it's cooking, make the applesauce - just puree @apples{3} with @ascorbic acid/ vitamin C tablets{1/8 tsp} in the cuisinart.
Serve with the applesauce and @sour cream{}."
data/bronze/bonmot/japanese-ginger-dressing.cook.source	japanese-ginger-dressing.cook		add: chopped ginger, garlic, sweet onion, small peeled apple, sesame oil, sesame seeds, soya sauce, apple cider vinegar, vegetable oil, salt and pepper,.Blend but not too much.Add a bit of sweetener to taste	1/4 - 1/2 c  chopped ginger,1/2 bulb or more  garlic,1/8 c  sweet onion,some  small peeled apple,2 tbl  sesame oil,1 tsp  sesame seeds,1/4 c  soya sauce,1/3 c  apple cider vinegar,1 c  vegetable oil,some  salt,some  pepper	"In a #blender{} add: @chopped ginger{1/4 - 1/2 c}, @garlic{1/2 bulb or more}, @sweet onion{1/8 c}, @small peeled apple{}, @sesame oil{2 tbl}, @sesame seeds{1 tsp}, @soya sauce{1/4 c}, @apple cider vinegar{1/3 c}, @vegetable oil{1 c}, @salt{} and @pepper{},
Blend but not too much
Add a bit of sweetener to taste"
data/bronze/bonmot/hongshaojitui.cook.source	hongshaojitui.cook		Add ginger, leek and Shao Hsing wine. Fry and stir for about 1 minute until all chicken is coated. Add dark soy sauce, light soy sauce and sugar and stir well for another minute..Add boiling water, star anise, bay leaves and dried red chilies if using. Cut the whole bulb of garlic in half lengthwise. Add the bottom (that sticks together). Re-boil the water, then turn the heat to low and cover. Let it simmer for 20 minutes. .If there is liquid left, remove the cover and increase the heat. Let the water evaporate until a reduced sauce remains. Serve hot with steamed white rice and other dishes	6  drumsticks,1 thumb // cut in 3 large slices  ginger,8cm // cut crosswise in 4 parts  leek,1tbsp  Shao Hsing wine,1 tbsp  dark soy sauce,1 tbsp  light soy sauce,2 tsp  sugar,200 ml  boiling water,2  star anise,2  bay leaves,3 // cut in half (optional)  dried red chilies,1 bulb // complete bulb cut in half  garlic	"Prepare all the ingredients. Bring water to a boil. Heat oil in a wok medium heat and add @drumsticks{6}. Fry and turn each one around until they're starting to turn golden all over.

Add @ginger{1 thumb // cut in 3 large slices}, @leek{8cm // cut crosswise in 4 parts} and @Shao Hsing wine{1tbsp}. Fry and stir for about 1 minute until all chicken is coated. Add @dark soy sauce{1 tbsp}, @light soy sauce{1 tbsp} and @sugar{2 tsp} and stir well for another minute.

Add @boiling water{200 ml}, @star anise{2}, @bay leaves{2} and @dried red chilies{3 // cut in half (optional)} if using. Cut the whole bulb of @garlic{1 bulb // complete bulb cut in half} in half lengthwise. Add the bottom (that sticks together). Re-boil the water, then turn the heat to low and cover. Let it simmer for 20 minutes. 

If there is liquid left, remove the cover and increase the heat. Let the water evaporate until a reduced sauce remains. Serve hot with steamed white rice and other dishes."
data/bronze/bonmot/glazed-lemon-bars.cook.source	glazed-lemon-bars.cook		Cut in firm butter until mixture looks like fine crumbs..Press mixture into bottom and sides of ungreased . pan..Bake for	1 cup Reduced Fat Bisquick,2 Tbsp powdered sugar,2 Tbsp firm butter,0.75 cup sugar,0.5 cup egg substitute,2 tsp grated lemon peel,0.75 cup powdered sugar,1 Tbsp lemon juice,1.5 tsp lemon juice	"Heat oven to 350°F. Stir together 1 cup of @Reduced Fat Bisquick{1%cup} and @powdered sugar{2%Tbsp}.

Cut in @firm butter{2%Tbsp} until mixture looks like fine crumbs.

Press mixture into bottom and sides of ungreased #square pan{}.

Bake for ~{10%minutes}. Stir @sugar{3/4%cup}, @egg substitute{1/2%cup}, and @grated lemon peel{2%tsp} and pour over crust.

Bake for ~{25%minutes}.

While warm, loosen edges and spread with glaze: @powdered sugar{3/4%cup}, @lemon juice{1%Tbsp}, and @lemon juice{1.5%tsp}."
data/bronze/bonmot/kraft-dinnaire.cook.source	kraft-dinnaire.cook		Prepare the Kraft Dinner according to the box instructions, or local custom. .Serve the Kraft Dinner in a bowl, sprinkle on the donair meat, red onion and tomato, then add a drizzle of donair sauce to finish the dish off	some  tomato,some  red onion,some  donair meat,some  Kraft Dinner,some  donair sauce	"Dice some @tomato{} and @red onion{}, as well as some @donair meat{} cut into approximately one inch cubes or strips. 
Prepare the @Kraft Dinner{} according to the box instructions, or local custom. 
Serve the Kraft Dinner in a bowl, sprinkle on the donair meat, red onion and tomato, then add a drizzle of @donair sauce{} to finish the dish off."
data/bronze/bonmot/borscht.cook.source	borscht.cook		or soup pot, over medium-high, heat the cooking oil & brown the sausage..While it’s browning, prep the onion, garlic, peel & chop the beets, carrots & potato..As the sausages begin to brown, add the onions and cook about another	2 tbl  cooking oil,16oz pack  sausage,1 large  onion,3 cloves  garlic,3 medium  beets,2 medium  carrots,1 medium  potato,2  bay leafs,2L  beef stock,2 tbl  white vinegar,some  sugar,some  salt & pepper,some  sour cream	"In the #stock or soup pot{5L}, over medium-high, heat the @cooking oil{2 tbl} & brown the @sausage{16oz pack}.
While it’s browning, prep the @onion{1 large}, @garlic{3 cloves}, peel & chop the @beets{3 medium}, @carrots{2 medium} & @potato{1 medium}.
As the sausages begin to brown, add the onions and cook about another ~{5 minutes} until they just begin to turn golden
Add the garlic and @bay leafs{2} and cook another couple minutes. Do not let the garlic brown.
Add the @beef stock{2L}, @white vinegar{2 tbl}, freshly ground 1½ tsp pepper, ½ tsp salt, 1 tbl @sugar{} and rest of the vegetables. 
Bring to the boil, then let simmer for ~{at least a half hour}. 
Season with @salt & pepper{} to taste, 
Serve with a dollop of @sour cream{} on top."
data/bronze/bonmot/sourdough_250g.cook.source	sourdough_250g.cook		pot from today's use. A half teaspoon left over on the sides or bottom is enough..Add room temperature water, put the lid on and shake, or scrape down the sides of the pot and stir to totally dissolve all of the old starter..If you want to wash your pot (real sourdough fanatics rarely do), transfer your starter into the new or temporary one now..Add buckwheat flour and flour and mix very thoroughly. The batter will be very thick and during the day it will thin out as the starter works on it..If you are <strong>not</strong> using it tomomorrow, put it in the fridge <i>now</i>. It'll live, slowly, in the fridge, so use it or refresh every week. It will keep in the freezer for years; keep a backup there and thaw it out and start at Step 2..If you <strong>are</strong> using it tomorrow, leave out on the counter. It will about double in size	½ c  water,½ c  buckwheat flour,¼ c  flour	"Don't wash your #sourdough pot{} from today's use. A half teaspoon left over on the sides or bottom is enough.
Add room temperature @water{½ c}, put the lid on and shake, or scrape down the sides of the pot and stir to totally dissolve all of the old starter.
If you want to wash your pot (real sourdough fanatics rarely do), transfer your starter into the new or temporary one now.
Add @buckwheat flour{½ c} and @flour{¼ c} and mix very thoroughly. The batter will be very thick and during the day it will thin out as the starter works on it.
If you are <strong>not</strong> using it tomomorrow, put it in the fridge <i>now</i>. It'll live, slowly, in the fridge, so use it or refresh every week. It will keep in the freezer for years; keep a backup there and thaw it out and start at Step 2.
If you <strong>are</strong> using it tomorrow, leave out on the counter. It will about double in size."
data/bronze/bonmot/sourdough-scones.cook.source	sourdough-scones.cook		In a . mixing bowl sift flour, baking powder, baking soda, sugar, and salt.Cut butter into the flour mix.Whisk buttermilk, sourdough starter & egg together.Add liquids to dry ingredients, mix but do not overmix.Knead and pat to 3/4 inch thick.Cut with . cutter.Bake	2¼ c  flour,1 tbl  baking powder,1 tsp  baking soda,¼ c  sugar,½ tsp  salt,¾ c  butter,½ c  buttermilk,½ c  sourdough starter,1  egg	"Pre heat oven to 375 degrees F
In a #large mixing bowl{} sift @flour{2¼ c}, @baking powder{1 tbl}, @baking soda{1 tsp}, @sugar{¼ c}, and @salt{½ tsp}
Cut @butter{¾ c} into the flour mix
Whisk @buttermilk{½ c}, @sourdough starter{½ c} & @egg{1} together
Add liquids to dry ingredients, mix but do not overmix
Knead and pat to 3/4 inch thick
Cut with #biscuit cutter{}
Bake ~{15-20 minutes} on #cookie sheet{} (I don’t grease the sheet) 
Makes 12 scones"
data/bronze/bonmot/Caesar_Salad.cook.source	Caesar_Salad.cook		"or food processor and mince.with the motor running, add oil and process until milky.Move the oil into a separate container and slightly scrape out the bowl with the rubber scraper.  You don't have to wash it before making the dressing..Preheat oven to 350.Cut bread into 5/8"" cubes.  Big meaty cubes, not those dinky little cubes you get everywhere else..Drizzle a couple tbl of the garlic oil on a . sheet, put the bread on, drizzle another couple tbl over it. .Bake for"	3  garlic cloves,1 1/4 c  oil,half loaf, 4-5 slices  bread,1  egg,1 tbl  Worcestershire,1/2 tsp  dry mustard,about 1 tsp  anchovy paste or anchovy,1 tsp  black pepper,1/2 tsp  salt,1 tbl  Balsamic vinegar,2 tbls  White vinegar,1 head  romaine,1/4 cup  parmesan cheese,some  black pepper	"Peel @garlic cloves{3} and place in bowl of #blender or food processor{} and mince
with the motor running, add @oil{1 1/4 c} and process until milky
Move the oil into a separate container and slightly scrape out the bowl with the rubber scraper.  You don't have to wash it before making the dressing.

Preheat oven to 350
Cut @bread{half loaf, 4-5 slices} into 5/8"" cubes.  Big meaty cubes, not those dinky little cubes you get everywhere else.
Drizzle a couple tbl of the garlic oil on a #cookie sheet{}, put the bread on, drizzle another couple tbl over it. 
Bake for ~{12 minutes}, until just golden, turning halfway.  Watch them the last few minutes as they turn quickly.
Remove from oven promptly and let cool.  
When they're completely cool -- a couple hours -- they will stay fresh in a zip-loc for weeks.

With the blender / food processor off, put in the bowl: the @egg{1}, @Worcestershire{1 tbl}, @dry mustard{1/2 tsp}, @anchovy paste or anchovy {about 1 tsp}, @black pepper{1 tsp}, and @salt{1/2 tsp} if you like extra salt

Have ready: the remaining 1c of garlic oil, #1 tbl measuring spoon{}, @Balsamic vinegar{1 tbl}, @White vinegar{2 tbls}

Turn on the food processor / blender.  
Slowly drizzle 1/3 of the oil in - it'll take you maybe ~{10 seconds}.  
Now alternate the vinegars and the remaining thirds of the oil. You can stop the machine before adding vinegar, but have it running when you add the oil.
Stop & scrape down the bowl, process another second or two. It should have the consistency of mayonnaise.

Do not have ready: bacon bits!! Caesar Salad does not have bacon bits. Spinach salad does.

Cut the @romaine{1 head} into 1"" pieces. Yes, I know you're supposed to tear.  Fuck that.  Chop the base parts of the leafs finer than the tops.  Place in #big salad serving bowl{}.
Pour half of the dressing over and toss until every piece has some dressing
Sprinkle maybe 1 cup of croutons and @parmesan cheese{1/4 cup} over top (or romano if you're snobby.)

Even if you're just a little snobby, grind a little @black pepper{} over the top."
data/bronze/bonmot/cabbage-fat-burning-soup.cook.source	cabbage-fat-burning-soup.cook		add onion soup mix, green beans and start it warming up. You'll want it boiling by the time the vegetable prep is done..Reserve celery leaves, and chop cabbage & celery into approximately 1cm squares / chunks and add..Pare & chop carrots, onions, green peppers, and add..Add salt & black pepper and enough water to cover vegetables and bring to the boil on high heat..Simmer	2 x 1.36L can  tomato juice,2 x 796mL can  whole canned tomatoes,1 L  beef broth,1 1oz envelope  onion soup mix,1 15 oz can  green beans,1 lg head  cabbage,1 head/bunch  celery,5  carrots,3  onions,2  green peppers,1 tbl  salt,1 tsp  black pepper,some  garnish	"Put @tomato juice{2 x 1.36L can}, @whole canned tomatoes{2 x 796mL can} with liquid, and @beef broth{1 L} in the #pot{20L}, add @onion soup mix{1 1oz envelope}, @green beans{1 15 oz can} and start it warming up. You'll want it boiling by the time the vegetable prep is done.
Reserve celery leaves, and chop @cabbage{1 lg head} & @celery{1 head/bunch} into approximately 1cm squares / chunks and add.
Pare & chop @carrots{5}, @onions{3}, @green peppers{2}, and add.
Add @salt{1 tbl} & @black pepper{1 tsp} and enough water to cover vegetables and bring to the boil on high heat.
Simmer ~{about 2 hours} until vegetables are tender
Add the celery leaves at the end. 
Ladle into bowl and @garnish{}"
data/bronze/bonmot/quince-jelly.cook.source	quince-jelly.cook		Shred whole quinces using the julienne blade in the cuisinart..Place in . cooker / Magic Pot and just barely cover with water..Pressure for 1 minute, and then let simmer / slow cooker high for .Strain, return liquid to pot. .Grind the rest a bit more - until it's still chunky..Simmer/slow cooker high for .While it's cooking set up a . over a pot .Place in the cheesecloth and let drip for	about 5lbs  quinces,some  sugar	"Let @quinces{about 5lbs} fully ripen - until they're yellow, some will be rotting - in a plastic or paper bag on the counter.

Shred whole quinces using the julienne blade in the cuisinart.

Place in #pressure cooker / Magic Pot{} and just barely cover with water.

Pressure for 1 minute, and then let simmer / slow cooker high for ~{an hour}.

Strain, return liquid to pot. 

Grind the rest a bit more - until it's still chunky.

Simmer/slow cooker high for ~{another hour}.

While it's cooking set up a #colander{} over a pot -- or some rig to hold a double layer #cheesecloth{} to drip the pulp.

Place in the cheesecloth and let drip for ~{a couple hours}. Do not squeeze.

Measure the juice by cups into a #thick-bottom pot{}; do not fill pot more than half full. 

Add 7/8 cup @sugar{} for each cup of juice.

Boil until gel point, either: 1) some temperture (see note) OR 2) wrinkle test (goog it) OR 3) double drop from spoon test (goog it)

While it's boiling, sterilize #jelly jars and lids{} and #jelly jar funnel{}. 

Fill jars & seal. (goog it.)"
data/bronze/bonmot/thai-ginger-peanut-chicken.cook.source	thai-ginger-peanut-chicken.cook		cooker.Add  salsa: mild, smooth or chunky, any brand, lime juice, soy sauce and peanut butter .Stir a little to break up the PB..Add chicken breasts .Cook for	an entire bulb  garlic,a fist sized piece at least  ginger,two, 650mL jars  salsa: mild, smooth or chunky, any brand,3 tbl  lime juice,2 tbl  soy sauce,1/3 cup  peanut butter,4-5 depending on size  chicken breasts	"Mince @garlic{an entire bulb}, peel & mince @ginger{a fist sized piece at least} into the #slow cooker{}
Add  @salsa: mild, smooth or chunky, any brand{two, 650mL jars}, @lime juice{3 tbl}, @soy sauce{2 tbl} and @peanut butter{1/3 cup} 
Stir a little to break up the PB.
Add @chicken breasts{4-5 depending on size} 
Cook for ~{7-8 hours} on low, less on high.
Shred chicken with 2 forks and serve."
